genome	k	S_alg	algorithm	camel_DS	d	M_alg	kmer_count	l	o	z	r	S_xz_bytes	M_xz_bytes	enc1_xz_bytes	enc2_xz_bytes	tigs_ns	tigs_cl	enc0_xz_bytes	camel_mem_bytes	camel_real_s	camel_usr_s	camel_sys_s	pref0	pref
salmonella_enterica.k32	18	local	local	na	3	runs	76565659	98953894	78062807	20891087	1428315	23444648	2357944	25802592	26973460	na	na	na	21148616000	802.47	693.2	15.49	salmonella_enterica.k32.S_local.k_18.d_3	salmonella_enterica.k32.S_local.k_18.d_3.M_runs
salmonella_enterica.k32	18	local	local	na	4	default	76565659	97596417	76565659	21030758	2140474	23177664	3010060	26187724	27590180	na	na	na	21148356000	864.18	753.5	16.69	salmonella_enterica.k32.S_local.k_18.d_4	salmonella_enterica.k32.S_local.k_18.d_4.M_default
salmonella_enterica.k32	18	local	local	na	4	ones	76565659	97596417	78597251	18999166	1639913	23177664	2698788	25876452	26827320	na	na	na	21148356000	864.18	753.5	16.69	salmonella_enterica.k32.S_local.k_18.d_4	salmonella_enterica.k32.S_local.k_18.d_4.M_ones
salmonella_enterica.k32	18	local	local	na	4	runs	76565659	97596417	78503023	19093394	1571661	23177664	2589092	25766756	26749008	na	na	na	21148356000	864.18	753.5	16.69	salmonella_enterica.k32.S_local.k_18.d_4	salmonella_enterica.k32.S_local.k_18.d_4.M_runs
salmonella_enterica.k32	18	local	local	na	5	default	76565659	98158987	76565659	21593328	2678865	23571536	3599756	27171292	28443068	na	na	na	21148760000	992.8	901.1	17.22	salmonella_enterica.k32.S_local.k_18.d_5	salmonella_enterica.k32.S_local.k_18.d_5.M_default
salmonella_enterica.k32	18	local	local	na	5	ones	76565659	98158987	78940215	19218772	2121941	23571536	3244076	26815612	27647104	na	na	na	21148760000	992.8	901.1	17.22	salmonella_enterica.k32.S_local.k_18.d_5	salmonella_enterica.k32.S_local.k_18.d_5.M_ones
salmonella_enterica.k32	18	local	local	na	5	runs	76565659	98158987	78839737	19319250	2050177	23571536	3155000	26726536	27573232	na	na	na	21148760000	992.8	901.1	17.22	salmonella_enterica.k32.S_local.k_18.d_5	salmonella_enterica.k32.S_local.k_18.d_5.M_runs
salmonella_enterica.k32	18	matchtigs	matchtigs	na	na	default	76565659	92395896	82037456	10358440	609320	21264392	1338184	22602576	23363084	609320	92395896	21926524	na	na	na	na	salmonella_enterica.k32.S_matchtigs.k_18.d_na	salmonella_enterica.k32.S_matchtigs.k_18.d_na.M_default
salmonella_enterica.k32	18	matchtigs	matchtigs	na	na	ones	76565659	92395896	82505942	9889954	644916	21264392	1549020	22813412	23425684	609320	92395896	21926524	na	na	na	na	salmonella_enterica.k32.S_matchtigs.k_18.d_na	salmonella_enterica.k32.S_matchtigs.k_18.d_na.M_ones
salmonella_enterica.k32	18	matchtigs	matchtigs	na	na	runs	76565659	92395896	82457496	9938400	609320	21264392	1479848	22744240	23370956	609320	92395896	21926524	na	na	na	na	salmonella_enterica.k32.S_matchtigs.k_18.d_na	salmonella_enterica.k32.S_matchtigs.k_18.d_na.M_runs
salmonella_enterica.k32	18	matchtigs	matchtigs	na	na	zeros	76565659	92395896	76565659	15830237	1927932	21264392	3427276	24691668	26137060	609320	92395896	21926524	na	na	na	na	salmonella_enterica.k32.S_matchtigs.k_18.d_na	salmonella_enterica.k32.S_matchtigs.k_18.d_na.M_zeros
salmonella_enterica.k32	18	prophasm	prophasm	na	na	default	76565659	104625791	76565659	28060132	1650596	24973176	2227784	27200960	28955124	1650596	104625791	26169516	na	na	na	na	salmonella_enterica.k32.S_prophasm.k_18.d_na	salmonella_enterica.k32.S_prophasm.k_18.d_na.M_default
salmonella_enterica.k32	18	prophasm	prophasm	na	na	ones	76565659	104625791	77970752	26655039	1768078	24973176	2851748	27824924	29184336	1650596	104625791	26169516	na	na	na	na	salmonella_enterica.k32.S_prophasm.k_18.d_na	salmonella_enterica.k32.S_prophasm.k_18.d_na.M_ones
salmonella_enterica.k32	18	prophasm	prophasm	na	na	runs	76565659	104625791	77800073	26825718	1647113	24973176	2634248	27607424	29016640	1650596	104625791	26169516	na	na	na	na	salmonella_enterica.k32.S_prophasm.k_18.d_na	salmonella_enterica.k32.S_prophasm.k_18.d_na.M_runs
salmonella_enterica.k32	18	prophasm	prophasm	na	na	zeros	76565659	104625791	76565659	28060132	1728206	24973176	2426032	27399208	29082324	1650596	104625791	26169516	na	na	na	na	salmonella_enterica.k32.S_prophasm.k_18.d_na	salmonella_enterica.k32.S_prophasm.k_18.d_na.M_zeros
salmonella_enterica.k32	31	eulertigs	eulertigs	na	na	default	97679734	138879994	97679734	41200260	1373342	27946516	2225020	30171536	33601344	1373342	138879994	29217828	na	na	na	na	salmonella_enterica.k32.S_eulertigs.k_31.d_na	salmonella_enterica.k32.S_eulertigs.k_31.d_na.M_default
salmonella_enterica.k32	31	eulertigs	eulertigs	na	na	ones	97679734	138879994	98634514	40245480	1374745	27946516	2693004	30639520	33711384	1373342	138879994	29217828	na	na	na	na	salmonella_enterica.k32.S_eulertigs.k_31.d_na	salmonella_enterica.k32.S_eulertigs.k_31.d_na.M_ones
salmonella_enterica.k32	31	eulertigs	eulertigs	na	na	runs	97679734	138879994	98631478	40248516	1372847	27946516	2689896	30636412	33709004	1373342	138879994	29217828	na	na	na	na	salmonella_enterica.k32.S_eulertigs.k_31.d_na	salmonella_enterica.k32.S_eulertigs.k_31.d_na.M_runs
salmonella_enterica.k32	31	eulertigs	eulertigs	na	na	zeros	97679734	138879994	97679734	41200260	1918990	27946516	3471852	31418368	34751180	1373342	138879994	29217828	na	na	na	na	salmonella_enterica.k32.S_eulertigs.k_31.d_na	salmonella_enterica.k32.S_eulertigs.k_31.d_na.M_zeros
salmonella_enterica.k32	31	greedy	glob-greedy	HT	na	default	97679734	115096031	97679734	17416297	1373475	21307412	3010632	24318044	27438200	na	na	na	5345364000	673.63	580.33	3.25	salmonella_enterica.k32.S_greedy.k_31.d_na	salmonella_enterica.k32.S_greedy.k_31.d_na.M_default
salmonella_enterica.k32	31	greedy	glob-greedy	HT	na	ones	97679734	115096031	102951645	12144386	626717	21307412	1761076	23068488	24809244	na	na	na	5345364000	673.63	580.33	3.25	salmonella_enterica.k32.S_greedy.k_31.d_na	salmonella_enterica.k32.S_greedy.k_31.d_na.M_ones
salmonella_enterica.k32	31	greedy	glob-greedy	HT	na	runs	97679734	115096031	102950507	12145524	626118	21307412	1759980	23067392	24808764	na	na	na	5345364000	673.63	580.33	3.25	salmonella_enterica.k32.S_greedy.k_31.d_na	salmonella_enterica.k32.S_greedy.k_31.d_na.M_runs
salmonella_enterica.k32	31	greedytigs	greedytigs	na	na	default	97679734	122989224	109541904	13447320	448244	21576040	1159440	22735480	24432924	448244	122989224	22038912	na	na	na	na	salmonella_enterica.k32.S_greedytigs.k_31.d_na	salmonella_enterica.k32.S_greedytigs.k_31.d_na.M_default
salmonella_enterica.k32	31	greedytigs	greedytigs	na	na	ones	97679734	122989224	109840034	13149190	448589	21576040	1292944	22868984	24437604	448244	122989224	22038912	na	na	na	na	salmonella_enterica.k32.S_greedytigs.k_31.d_na	salmonella_enterica.k32.S_greedytigs.k_31.d_na.M_ones
salmonella_enterica.k32	31	greedytigs	greedytigs	na	na	runs	97679734	122989224	109839564	13149660	448243	21576040	1291828	22867868	24436940	448244	122989224	22038912	na	na	na	na	salmonella_enterica.k32.S_greedytigs.k_31.d_na	salmonella_enterica.k32.S_greedytigs.k_31.d_na.M_runs
salmonella_enterica.k32	31	greedytigs	greedytigs	na	na	zeros	97679734	122989224	97679734	25309490	1502724	21576040	3141976	24718016	28676928	448244	122989224	22038912	na	na	na	na	salmonella_enterica.k32.S_greedytigs.k_31.d_na	salmonella_enterica.k32.S_greedytigs.k_31.d_na.M_zeros
salmonella_enterica.k32	31	local	local	na	1	default	97679734	138882814	97679734	41203080	1373436	25690400	2032224	27722624	31497520	na	na	na	25986612000	968.24	829.18	21.37	salmonella_enterica.k32.S_local.k_31.d_1	salmonella_enterica.k32.S_local.k_31.d_1.M_default
salmonella_enterica.k32	31	local	local	na	1	ones	97679734	138882814	98634691	40248123	1374765	25690400	2459632	28150032	31646388	na	na	na	25986612000	968.24	829.18	21.37	salmonella_enterica.k32.S_local.k_31.d_1	salmonella_enterica.k32.S_local.k_31.d_1.M_ones
salmonella_enterica.k32	31	local	local	na	1	runs	97679734	138882814	98629322	40253492	1371722	25690400	2457644	28148044	31639320	na	na	na	25986612000	968.24	829.18	21.37	salmonella_enterica.k32.S_local.k_31.d_1	salmonella_enterica.k32.S_local.k_31.d_1.M_runs
salmonella_enterica.k32	31	local	local	na	2	default	97679734	136273094	97679734	38593360	1381285	25157508	2098572	27256080	30926068	na	na	na	25989728000	1006.37	864.23	27.53	salmonella_enterica.k32.S_local.k_31.d_2	salmonella_enterica.k32.S_local.k_31.d_2.M_default
salmonella_enterica.k32	31	local	local	na	2	ones	97679734	136273094	98653884	37619210	1286136	25157508	2344356	27501864	30878940	na	na	na	25989728000	1006.37	864.23	27.53	salmonella_enterica.k32.S_local.k_31.d_2	salmonella_enterica.k32.S_local.k_31.d_2.M_ones
salmonella_enterica.k32	31	local	local	na	2	runs	97679734	136273094	98651058	37622036	1284402	25157508	2341932	27499440	30883880	na	na	na	25989728000	1006.37	864.23	27.53	salmonella_enterica.k32.S_local.k_31.d_2	salmonella_enterica.k32.S_local.k_31.d_2.M_runs
salmonella_enterica.k32	31	local	local	na	3	default	97679734	132102427	97679734	34422693	1388918	24246504	2182060	26428564	29966800	na	na	na	25989728000	991.64	863.84	21.58	salmonella_enterica.k32.S_local.k_31.d_3	salmonella_enterica.k32.S_local.k_31.d_3.M_default
salmonella_enterica.k32	31	local	local	na	3	ones	97679734	132102427	98864119	33238308	1138421	24246504	2146940	26393444	29548212	na	na	na	25989728000	991.64	863.84	21.58	salmonella_enterica.k32.S_local.k_31.d_3	salmonella_enterica.k32.S_local.k_31.d_3.M_ones
salmonella_enterica.k32	31	local	local	na	3	runs	97679734	132102427	98862376	33240051	1137314	24246504	2143980	26390484	29549652	na	na	na	25989728000	991.64	863.84	21.58	salmonella_enterica.k32.S_local.k_31.d_3	salmonella_enterica.k32.S_local.k_31.d_3.M_runs
salmonella_enterica.k32	31	local	local	na	4	default	97679734	130661285	97679734	32981551	1398119	23918264	2229308	26147572	29624352	na	na	na	25986040000	1140.55	985.67	47.75	salmonella_enterica.k32.S_local.k_31.d_4	salmonella_enterica.k32.S_local.k_31.d_4.M_default
salmonella_enterica.k32	31	local	local	na	4	ones	97679734	130661285	99018015	31643270	1088914	23918264	2078608	25996872	29055724	na	na	na	25986040000	1140.55	985.67	47.75	salmonella_enterica.k32.S_local.k_31.d_4	salmonella_enterica.k32.S_local.k_31.d_4.M_ones
salmonella_enterica.k32	31	local	local	na	4	runs	97679734	130661285	99016391	31644894	1087890	23918264	2076132	25994396	29054764	na	na	na	25986040000	1140.55	985.67	47.75	salmonella_enterica.k32.S_local.k_31.d_4	salmonella_enterica.k32.S_local.k_31.d_4.M_runs
salmonella_enterica.k32	31	local	local	na	5	default	97679734	129471867	97679734	31792133	1403287	23646884	2267608	25914492	29339428	na	na	na	25989600000	1214.04	1084.51	28.46	salmonella_enterica.k32.S_local.k_31.d_5	salmonella_enterica.k32.S_local.k_31.d_5.M_default
salmonella_enterica.k32	31	local	local	na	5	ones	97679734	129471867	99203264	30268603	1044734	23646884	2016012	25662896	28624400	na	na	na	25989600000	1214.04	1084.51	28.46	salmonella_enterica.k32.S_local.k_31.d_5	salmonella_enterica.k32.S_local.k_31.d_5.M_ones
salmonella_enterica.k32	31	local	local	na	5	runs	97679734	129471867	99201705	30270162	1043731	23646884	2013548	25660432	28624328	na	na	na	25989600000	1214.04	1084.51	28.46	salmonella_enterica.k32.S_local.k_31.d_5	salmonella_enterica.k32.S_local.k_31.d_5.M_runs
salmonella_enterica.k32	31	matchtigs	matchtigs	na	na	default	97679734	120461016	105391476	15069540	502318	21597936	1238916	22836852	24750932	502318	120461016	22114688	na	na	na	na	salmonella_enterica.k32.S_matchtigs.k_31.d_na	salmonella_enterica.k32.S_matchtigs.k_31.d_na.M_default
salmonella_enterica.k32	31	matchtigs	matchtigs	na	na	ones	97679734	120461016	105724466	14736550	502723	21597936	1389528	22987464	24760032	502318	120461016	22114688	na	na	na	na	salmonella_enterica.k32.S_matchtigs.k_31.d_na	salmonella_enterica.k32.S_matchtigs.k_31.d_na.M_ones
salmonella_enterica.k32	31	matchtigs	matchtigs	na	na	runs	97679734	120461016	105723902	14737114	502318	21597936	1388408	22986344	24760240	502318	120461016	22114688	na	na	na	na	salmonella_enterica.k32.S_matchtigs.k_31.d_na	salmonella_enterica.k32.S_matchtigs.k_31.d_na.M_runs
salmonella_enterica.k32	31	matchtigs	matchtigs	na	na	zeros	97679734	120461016	97679734	22781282	1494152	21597936	3029612	24627548	28237032	502318	120461016	22114688	na	na	na	na	salmonella_enterica.k32.S_matchtigs.k_31.d_na	salmonella_enterica.k32.S_matchtigs.k_31.d_na.M_zeros
salmonella_enterica.k32	31	prophasm	prophasm	na	na	default	97679734	138883054	97679734	41203320	1373444	26379024	2099260	28478284	32261252	1373444	138883054	27335012	na	na	na	na	salmonella_enterica.k32.S_prophasm.k_31.d_na	salmonella_enterica.k32.S_prophasm.k_31.d_na.M_default
salmonella_enterica.k32	31	prophasm	prophasm	na	na	ones	97679734	138883054	98635162	40247892	1374725	26379024	2521012	28900036	32401036	1373444	138883054	27335012	na	na	na	na	salmonella_enterica.k32.S_prophasm.k_31.d_na	salmonella_enterica.k32.S_prophasm.k_31.d_na.M_ones
salmonella_enterica.k32	31	prophasm	prophasm	na	na	runs	97679734	138883054	98629664	40253390	1371660	26379024	2519372	28898396	32398468	1373444	138883054	27335012	na	na	na	na	salmonella_enterica.k32.S_prophasm.k_31.d_na	salmonella_enterica.k32.S_prophasm.k_31.d_na.M_runs
salmonella_enterica.k32	31	prophasm	prophasm	na	na	zeros	97679734	138883054	97679734	41203320	1383990	26379024	2149540	28528564	32283156	1373444	138883054	27335012	na	na	na	na	salmonella_enterica.k32.S_prophasm.k_31.d_na	salmonella_enterica.k32.S_prophasm.k_31.d_na.M_zeros
spneumoniae	6	eulertigs	eulertigs	na	na	default	2080	2230	2080	150	30	872	124	996	928	30	2230	900	na	na	na	na	spneumoniae.r_1.S_eulertigs.k_6.d_na	spneumoniae.r_1.S_eulertigs.k_6.d_na.M_default
spneumoniae	6	eulertigs	eulertigs	na	na	ones	2080	2230	2225	5	1	872	88	960	872	30	2230	900	na	na	na	na	spneumoniae.r_1.S_eulertigs.k_6.d_na	spneumoniae.r_1.S_eulertigs.k_6.d_na.M_ones
spneumoniae	6	eulertigs	eulertigs	na	na	runs	2080	2230	2225	5	1	872	88	960	872	30	2230	900	na	na	na	na	spneumoniae.r_1.S_eulertigs.k_6.d_na	spneumoniae.r_1.S_eulertigs.k_6.d_na.M_runs
spneumoniae	6	eulertigs	eulertigs	na	na	zeros	2080	2230	2080	150	58	872	176	1048	956	30	2230	900	na	na	na	na	spneumoniae.r_1.S_eulertigs.k_6.d_na	spneumoniae.r_1.S_eulertigs.k_6.d_na.M_zeros
spneumoniae	6	greedy	glob-greedy	HT	na	default	2080	2151	2080	71	33	840	156	996	880	na	na	na	8956000	0.19	0.09	0	spneumoniae.S_greedy.k_6.d_na	spneumoniae.S_greedy.k_6.d_na.M_default
spneumoniae	6	greedy	glob-greedy	HT	na	ones	2080	2151	2146	5	1	840	84	924	844	na	na	na	8956000	0.19	0.09	0	spneumoniae.S_greedy.k_6.d_na	spneumoniae.S_greedy.k_6.d_na.M_ones
spneumoniae	6	greedy	glob-greedy	HT	na	runs	2080	2151	2146	5	1	840	84	924	844	na	na	na	8956000	0.19	0.09	0	spneumoniae.S_greedy.k_6.d_na	spneumoniae.S_greedy.k_6.d_na.M_runs
spneumoniae	6	greedy	glob-greedy	HT	na	zeros	2080	2151	2080	71	57	840	184	1024	888	na	na	na	8956000	0.19	0.09	0	spneumoniae.S_greedy.k_6.d_na	spneumoniae.S_greedy.k_6.d_na.M_zeros
spneumoniae	6	greedyAC	glob-greedy	AC	na	default	2080	2146	2080	66	30	840	156	996	880	na	na	na	7792000	0.23	0.14	0	spneumoniae.S_greedyAC.k_6.d_na	spneumoniae.S_greedyAC.k_6.d_na.M_default
spneumoniae	6	greedyAC	glob-greedy	AC	na	ones	2080	2146	2141	5	1	840	84	924	844	na	na	na	7792000	0.23	0.14	0	spneumoniae.S_greedyAC.k_6.d_na	spneumoniae.S_greedyAC.k_6.d_na.M_ones
spneumoniae	6	greedyAC	glob-greedy	AC	na	runs	2080	2146	2141	5	1	840	84	924	844	na	na	na	7792000	0.23	0.14	0	spneumoniae.S_greedyAC.k_6.d_na	spneumoniae.S_greedyAC.k_6.d_na.M_runs
spneumoniae	6	greedyAC	glob-greedy	AC	na	zeros	2080	2146	2080	66	41	840	160	1000	884	na	na	na	7792000	0.23	0.14	0	spneumoniae.S_greedyAC.k_6.d_na	spneumoniae.S_greedyAC.k_6.d_na.M_zeros
spneumoniae	6	greedytigs	greedytigs	na	na	default	2080	2142	2137	5	1	828	84	912	832	1	2142	828	na	na	na	na	spneumoniae.r_1.S_greedytigs.k_6.d_na	spneumoniae.r_1.S_greedytigs.k_6.d_na.M_default
spneumoniae	6	greedytigs	greedytigs	na	na	ones	2080	2142	2137	5	1	828	84	912	832	1	2142	828	na	na	na	na	spneumoniae.r_1.S_greedytigs.k_6.d_na	spneumoniae.r_1.S_greedytigs.k_6.d_na.M_ones
spneumoniae	6	greedytigs	greedytigs	na	na	runs	2080	2142	2137	5	1	828	84	912	832	1	2142	828	na	na	na	na	spneumoniae.r_1.S_greedytigs.k_6.d_na	spneumoniae.r_1.S_greedytigs.k_6.d_na.M_runs
spneumoniae	6	greedytigs	greedytigs	na	na	zeros	2080	2142	2080	62	36	828	132	960	872	1	2142	828	na	na	na	na	spneumoniae.r_1.S_greedytigs.k_6.d_na	spneumoniae.r_1.S_greedytigs.k_6.d_na.M_zeros
spneumoniae	6	pseudosimplitigs	loc-greedy	HT	1	default	2080	2285	2080	205	41	660	140	800	744	na	na	na	7792000	0.18	0.15	0	spneumoniae.S_pseudosimplitigs.k_6.d_1	spneumoniae.S_pseudosimplitigs.k_6.d_1.M_default
spneumoniae	6	pseudosimplitigs	loc-greedy	HT	1	ones	2080	2285	2280	5	1	660	88	748	664	na	na	na	7792000	0.18	0.15	0	spneumoniae.S_pseudosimplitigs.k_6.d_1	spneumoniae.S_pseudosimplitigs.k_6.d_1.M_ones
spneumoniae	6	pseudosimplitigs	loc-greedy	HT	1	runs	2080	2285	2280	5	1	660	88	748	664	na	na	na	7792000	0.18	0.15	0	spneumoniae.S_pseudosimplitigs.k_6.d_1	spneumoniae.S_pseudosimplitigs.k_6.d_1.M_runs
spneumoniae	6	pseudosimplitigs	loc-greedy	HT	1	zeros	2080	2285	2080	205	62	660	184	844	760	na	na	na	7792000	0.18	0.15	0	spneumoniae.S_pseudosimplitigs.k_6.d_1	spneumoniae.S_pseudosimplitigs.k_6.d_1.M_zeros
spneumoniae	6	pseudosimplitigs	loc-greedy	HT	2	default	2080	2259	2080	179	75	672	192	864	752	na	na	na	7792000	0.2	0.15	0	spneumoniae.S_pseudosimplitigs.k_6.d_2	spneumoniae.S_pseudosimplitigs.k_6.d_2.M_default
spneumoniae	6	pseudosimplitigs	loc-greedy	HT	2	ones	2080	2259	2254	5	1	672	88	760	676	na	na	na	7792000	0.2	0.15	0	spneumoniae.S_pseudosimplitigs.k_6.d_2	spneumoniae.S_pseudosimplitigs.k_6.d_2.M_ones
spneumoniae	6	pseudosimplitigs	loc-greedy	HT	2	runs	2080	2259	2254	5	1	672	88	760	676	na	na	na	7792000	0.2	0.15	0	spneumoniae.S_pseudosimplitigs.k_6.d_2	spneumoniae.S_pseudosimplitigs.k_6.d_2.M_runs
spneumoniae	6	pseudosimplitigs	loc-greedy	HT	2	zeros	2080	2259	2080	179	77	672	196	868	756	na	na	na	7792000	0.2	0.15	0	spneumoniae.S_pseudosimplitigs.k_6.d_2	spneumoniae.S_pseudosimplitigs.k_6.d_2.M_zeros
spneumoniae	6	pseudosimplitigs	loc-greedy	HT	3	default	2080	2297	2080	217	140	672	244	916	808	na	na	na	7792000	0.2	0.15	0	spneumoniae.S_pseudosimplitigs.k_6.d_3	spneumoniae.S_pseudosimplitigs.k_6.d_3.M_default
spneumoniae	6	pseudosimplitigs	loc-greedy	HT	3	ones	2080	2297	2292	5	1	672	88	760	680	na	na	na	7792000	0.2	0.15	0	spneumoniae.S_pseudosimplitigs.k_6.d_3	spneumoniae.S_pseudosimplitigs.k_6.d_3.M_ones
spneumoniae	6	pseudosimplitigs	loc-greedy	HT	3	runs	2080	2297	2292	5	1	672	88	760	680	na	na	na	7792000	0.2	0.15	0	spneumoniae.S_pseudosimplitigs.k_6.d_3	spneumoniae.S_pseudosimplitigs.k_6.d_3.M_runs
spneumoniae	6	pseudosimplitigs	loc-greedy	HT	3	zeros	2080	2297	2080	217	144	672	252	924	816	na	na	na	7792000	0.2	0.15	0	spneumoniae.S_pseudosimplitigs.k_6.d_3	spneumoniae.S_pseudosimplitigs.k_6.d_3.M_zeros
spneumoniae	6	pseudosimplitigs	loc-greedy	HT	4	default	2080	2286	2080	206	142	668	248	916	796	na	na	na	7792000	0.19	0.16	0	spneumoniae.S_pseudosimplitigs.k_6.d_4	spneumoniae.S_pseudosimplitigs.k_6.d_4.M_default
spneumoniae	6	pseudosimplitigs	loc-greedy	HT	4	ones	2080	2286	2281	5	1	668	88	756	672	na	na	na	7792000	0.19	0.16	0	spneumoniae.S_pseudosimplitigs.k_6.d_4	spneumoniae.S_pseudosimplitigs.k_6.d_4.M_ones
spneumoniae	6	pseudosimplitigs	loc-greedy	HT	4	runs	2080	2286	2281	5	1	668	88	756	672	na	na	na	7792000	0.19	0.16	0	spneumoniae.S_pseudosimplitigs.k_6.d_4	spneumoniae.S_pseudosimplitigs.k_6.d_4.M_runs
spneumoniae	6	pseudosimplitigs	loc-greedy	HT	4	zeros	2080	2286	2080	206	146	668	252	920	804	na	na	na	7792000	0.19	0.16	0	spneumoniae.S_pseudosimplitigs.k_6.d_4	spneumoniae.S_pseudosimplitigs.k_6.d_4.M_zeros
spneumoniae	6	pseudosimplitigs	loc-greedy	HT	5	default	2080	2283	2080	203	142	664	248	912	796	na	na	na	7792000	0.19	0.15	0	spneumoniae.S_pseudosimplitigs.k_6.d_5	spneumoniae.S_pseudosimplitigs.k_6.d_5.M_default
spneumoniae	6	pseudosimplitigs	loc-greedy	HT	5	ones	2080	2283	2278	5	1	664	88	752	668	na	na	na	7792000	0.19	0.15	0	spneumoniae.S_pseudosimplitigs.k_6.d_5	spneumoniae.S_pseudosimplitigs.k_6.d_5.M_ones
spneumoniae	6	pseudosimplitigs	loc-greedy	HT	5	runs	2080	2283	2278	5	1	664	88	752	668	na	na	na	7792000	0.19	0.15	0	spneumoniae.S_pseudosimplitigs.k_6.d_5	spneumoniae.S_pseudosimplitigs.k_6.d_5.M_runs
spneumoniae	6	pseudosimplitigs	loc-greedy	HT	5	zeros	2080	2283	2080	203	149	664	256	920	808	na	na	na	7792000	0.19	0.15	0	spneumoniae.S_pseudosimplitigs.k_6.d_5	spneumoniae.S_pseudosimplitigs.k_6.d_5.M_zeros
spneumoniae	6	pseudosimplitigsAC	loc-greedy	AC	1	default	2080	2240	2080	160	32	872	120	992	928	na	na	na	8768000	0.35	0.19	0	spneumoniae.S_pseudosimplitigsAC.k_6.d_1	spneumoniae.S_pseudosimplitigsAC.k_6.d_1.M_default
spneumoniae	6	pseudosimplitigsAC	loc-greedy	AC	1	ones	2080	2240	2235	5	1	872	88	960	876	na	na	na	8768000	0.35	0.19	0	spneumoniae.S_pseudosimplitigsAC.k_6.d_1	spneumoniae.S_pseudosimplitigsAC.k_6.d_1.M_ones
spneumoniae	6	pseudosimplitigsAC	loc-greedy	AC	1	runs	2080	2240	2235	5	1	872	88	960	876	na	na	na	8768000	0.35	0.19	0	spneumoniae.S_pseudosimplitigsAC.k_6.d_1	spneumoniae.S_pseudosimplitigsAC.k_6.d_1.M_runs
